scientific_name,longitude,latitude,gbif_id,locality,occurrence_status,individual_count,year,basis_of_record,institution_code
Brachyramphus marmoratus,-122.288864,37.2332,579320455,Butano South Fork B1,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579319892,Butano South Fork B1,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579319619,Butano South Fork B1,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579319403,Butano South Fork B1,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579319192,Butano South Fork B1,PRESENT,11,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579319163,Butano South Fork B1,PRESENT,1,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579319161,Butano South Fork B1,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579319023,Butano South Fork B1,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579315749,Butano South Fork B1,PRESENT,9,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579315677,Butano South Fork B1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579314562,Butano South Fork B1,PRESENT,3,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579314561,Butano South Fork B1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579314553,Butano South Fork B1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579313993,Butano South Fork B1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579313587,Butano South Fork B1,PRESENT,3,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579313528,Butano South Fork B1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579313524,Butano South Fork B1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579313119,Butano South Fork B1,PRESENT,8,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579312899,Butano South Fork B1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579312898,Butano South Fork B1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579311724,Butano South Fork B1,PRESENT,3,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579311402,Butano South Fork B1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579311401,Butano South Fork B1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579311400,Butano South Fork B1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579310702,Butano South Fork B1,PRESENT,3,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579310701,Butano South Fork B1,PRESENT,2,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579310317,Butano South Fork B1,PRESENT,8,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579309253,Butano South Fork B1,PRESENT,2,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,579309151,Butano South Fork B1,PRESENT,9,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278217461,Butano South Fork B1,PRESENT,3,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278217444,Butano South Fork B1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278198720,Butano South Fork B1,PRESENT,5,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278193298,Butano South Fork B1,PRESENT,1,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278192192,Butano South Fork B1,PRESENT,4,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278192160,Butano South Fork B1,PRESENT,3,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278174613,Butano South Fork B1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278173804,Butano South Fork B1,PRESENT,3,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278164695,Butano South Fork B1,PRESENT,3,1992,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278163682,Butano South Fork B1,PRESENT,4,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278150142,Butano South Fork B1,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278027866,Butano South Fork B1,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278027592,Butano South Fork B1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278027591,Butano South Fork B1,PRESENT,3,1992,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,278013009,Butano South Fork B1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,273159896,Butano South Fork B1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,273124323,Butano South Fork B1,PRESENT,4,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,273122387,Butano South Fork B1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,273116359,Butano South Fork B1,PRESENT,1,1992,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,273115252,Butano South Fork B1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,273108039,Butano South Fork B1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,273108032,Butano South Fork B1,PRESENT,3,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,272524836,Butano South Fork B1,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,272497345,Butano South Fork B1,PRESENT,1,1992,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,272183588,Butano South Fork B1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,272161796,Butano South Fork B1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,272161785,Butano South Fork B1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,272151374,Butano South Fork B1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,272151373,Butano South Fork B1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,272150106,Butano South Fork B1,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,272143591,Butano South Fork B1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.288864,37.2332,272139644,Butano South Fork B1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579321440,Butano South Fork C1,PRESENT,2,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579321114,Butano South Fork C1,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579321074,Butano South Fork C1,PRESENT,2,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579320914,Butano South Fork C1,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579319021,Butano South Fork C1,PRESENT,1,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579319020,Butano South Fork C1,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579319015,Butano South Fork C1,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579315253,Butano South Fork C1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579315252,Butano South Fork C1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579313992,Butano South Fork C1,PRESENT,4,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579313731,Butano South Fork C1,PRESENT,2,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579313729,Butano South Fork C1,PRESENT,1,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579313728,Butano South Fork C1,PRESENT,4,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579313083,Butano South Fork C1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579312642,Butano South Fork C1,PRESENT,3,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579311291,Butano South Fork C1,PRESENT,4,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579310695,Butano South Fork C1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579310143,Butano South Fork C1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,579310059,Butano South Fork C1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,278254277,Butano South Fork C1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,278210455,Butano South Fork C1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,278183360,Butano South Fork C1,PRESENT,3,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,278155602,Butano South Fork C1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,278135899,Butano South Fork C1,PRESENT,3,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,278135777,Butano South Fork C1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,277742391,Butano South Fork C1,PRESENT,5,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,273106250,Butano South Fork C1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,272507303,Butano South Fork C1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,272179155,Butano South Fork C1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,272178451,Butano South Fork C1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,272176685,Butano South Fork C1,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,272164379,Butano South Fork C1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,272164362,Butano South Fork C1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,272159095,Butano South Fork C1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,272152683,Butano South Fork C1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,272152678,Butano South Fork C1,PRESENT,5,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,272151367,Butano South Fork C1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,272150110,Butano South Fork C1,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,272142386,Butano South Fork C1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.292854,37.23327,272138896,Butano South Fork C1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.253456,37.234627,579537458,Butano North Fork 1,PRESENT,1,2001,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.28414,37.234222,278254292,Butano South Fork SF2,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.28414,37.234222,278118503,Butano South Fork SF2,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.28414,37.234222,272184864,Butano South Fork SF2,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.28414,37.234222,272054458,Butano South Fork SF2,PRESENT,2,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.28414,37.234222,272032467,Butano South Fork SF2,PRESENT,NA,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,579319558,Butano South Fork D1,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,579319160,Butano South Fork D1,PRESENT,1,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,579313991,Butano South Fork D1,PRESENT,3,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,579313920,Butano South Fork D1,PRESENT,2,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,579313655,Butano South Fork D1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,579313582,Butano South Fork D1,PRESENT,3,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,579313391,Butano South Fork D1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,579312253,Butano South Fork D1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,579311729,Butano South Fork D1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,579310230,Butano South Fork D1,PRESENT,3,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,579310227,Butano South Fork D1,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,579310220,Butano South Fork D1,PRESENT,3,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,278253584,Butano South Fork D1,PRESENT,5,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,278202134,Butano South Fork D1,PRESENT,4,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,278188274,Butano South Fork D1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,278187823,Butano South Fork D1,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,278178473,Butano South Fork D1,PRESENT,5,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,278158445,Butano South Fork D1,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,278149756,Butano South Fork D1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,272178449,Butano South Fork D1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,272149105,Butano South Fork D1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,272146512,Butano South Fork D1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,272146511,Butano South Fork D1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,272146018,Butano South Fork D1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.300575,37.234325,272138346,Butano South Fork D1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.29718,37.2346,579320648,Butano South Fork D6,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.29718,37.2346,579320105,Butano South Fork D6,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.29718,37.2346,579320104,Butano South Fork D6,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.29718,37.2346,579319849,Butano South Fork D6,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.29718,37.2346,579319812,Butano South Fork D6,PRESENT,3,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.29718,37.2346,579319811,Butano South Fork D6,PRESENT,3,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.29718,37.2346,579319621,Butano South Fork D6,PRESENT,3,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.29718,37.2346,579319559,Butano South Fork D6,PRESENT,2,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.29718,37.2346,579319162,Butano South Fork D6,PRESENT,1,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.29718,37.2346,579319012,Butano South Fork D6,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.32766,37.23436,579302221,Butano Main Stem BS1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.32766,37.23436,579302220,Butano Main Stem BS1,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579321316,Butano South Fork SF3,PRESENT,1,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579321315,Butano South Fork SF3,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579315522,Butano South Fork SF3,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579315519,Butano South Fork SF3,PRESENT,1,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579313573,Butano South Fork SF3,PRESENT,2,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579312904,Butano South Fork SF3,PRESENT,8,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579312903,Butano South Fork SF3,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579312641,Butano South Fork SF3,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579312420,Butano South Fork SF3,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579311721,Butano South Fork SF3,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579310984,Butano South Fork SF3,PRESENT,1,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579310813,Butano South Fork SF3,PRESENT,8,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579310322,Butano South Fork SF3,PRESENT,2,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579310051,Butano South Fork SF3,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,579309962,Butano South Fork SF3,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,278191868,Butano South Fork SF3,PRESENT,8,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,278183417,Butano South Fork SF3,PRESENT,8,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,278183378,Butano South Fork SF3,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,278183364,Butano South Fork SF3,PRESENT,1,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,278150160,Butano South Fork SF3,PRESENT,1,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,278140570,Butano South Fork SF3,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,272185038,Butano South Fork SF3,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,272182672,Butano South Fork SF3,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,272178450,Butano South Fork SF3,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,272174629,Butano South Fork SF3,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.289024,37.23574,272138706,Butano South Fork SF3,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.295166,37.236477,579315587,Butano South Fork SF4,PRESENT,6,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.295166,37.236477,579315586,Butano South Fork SF4,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.295166,37.236477,579313372,Butano South Fork SF4,PRESENT,6,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.295166,37.236477,579311722,Butano South Fork SF4,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.295166,37.236477,278202148,Butano South Fork SF4,PRESENT,2,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.295166,37.236477,272174630,Butano South Fork SF4,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579321446,Butano South Fork D7,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579321445,Butano South Fork D7,PRESENT,1,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579321370,Butano South Fork D7,PRESENT,7,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579321291,Butano South Fork D7,PRESENT,1,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579321201,Butano South Fork D7,PRESENT,1,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579321002,Butano South Fork D7,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579320991,Butano South Fork D7,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579320916,Butano South Fork D7,PRESENT,3,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579320913,Butano South Fork D7,PRESENT,5,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579320909,Butano South Fork D7,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579320796,Butano South Fork D7,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579320795,Butano South Fork D7,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579320109,Butano South Fork D7,PRESENT,7,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579320014,Butano South Fork D7,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579319622,Butano South Fork D7,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579319618,Butano South Fork D7,PRESENT,1,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579319270,Butano South Fork D7,PRESENT,1,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579319269,Butano South Fork D7,PRESENT,NA,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579319201,Butano South Fork D7,PRESENT,1,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579319199,Butano South Fork D7,PRESENT,3,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579319194,Butano South Fork D7,PRESENT,5,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30285,37.236378,579319013,Butano South Fork D7,PRESENT,1,1996,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30474,37.23706,272172746,Butano South Fork X7,PRESENT,1,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31929,37.237297,579302806,Butano Main Stem BS2,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31929,37.237297,579302304,Butano Main Stem BS2,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.31929,37.237297,579302090,Butano Main Stem BS2,PRESENT,NA,1994,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.30594,37.23795,278155583,Butano South Fork X6,PRESENT,1,1993,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.299545,37.238426,579315678,Butano South Fork SF5,PRESENT,NA,1995,HUMAN_OBSERVATION,CLO
Brachyramphus marmoratus,-122.299545,37.238426,579313580,Butano South Fork SF5,PRESENT,2,1995,HUMAN_OBSERVATION,CLO
